Place,Time,Athlete,Country,Date of Birth,City,Event Date
355,49.78,Salwa Eid Naser,BRN,23.05.98,Lausanne,05.07.2018
355,49.78,Shericka Jackson,JAM,16.07.94,Kingston,23.06.2019
355,49.78,Quanera Hayes,USA,07.03.92,Eugene,20.06.2021
355,49.78,Salwa Eid Naser,BRN,23.05.98,Heulva,06.06.2023
366,49.79,Valerie Brisco,USA,06.07.60,Los Angeles,19.06.1984
366,49.79,Petra Schersing,GER,18.07.65,Dresden,16.08.1986
366,49.79,Aelita Yurchenko,UKR,01.01.65,Leningrad,12.06.1988
366,49.79A,Charity Opara,NGR,20.05.72,Monachil,09.07.1997
366,49.79,Sandie Richards,JAM,06.11.68,Athínai,04.08.1997
366,49.79,Donna Fraser,GBR,07.11.72,Sydney,25.09.2000
366,49.79,Sanya Richards-Ross,USA,26.02.85,London,03.08.2007
366,49.79,Salwa Eid Naser,BRN,23.05.98,Ad-Dawhah,01.10.2019
374,49.80,Sandie Richards,JAM,06.11.68,Monaco,16.08.1997
374,49.80,Svetlana Pospelova,RUS,24.12.79,Tula,11.07.2005
374,49.80,Dee Dee Trotter,USA,08.12.82,Shanghai,23.09.2006
374,49.80,Kseniya Ryzhova,RUS,19.04.87,Cheboksary,24.06.2013
374,49.80,Shaunae Miller-Uibo,BAH,15.04.94,Rabat,16.07.2017
374,49.80,Lynna Irby-Jackson,USA,06.12.98,Eugene,09.06.2018
374,49.80,Fiordaliza Cofil,DOM,27.10.00,Bruxelles,02.09.2022
381,49.81,Jarmila Kratochvílová,CZE,26.01.51,Koblenz,29.08.1984
381,49.81,Ana Fidelia Quirot,CUB,23.03.63,Nice,10.07.1988
381,49.81,Ma Yuqin,CHN,11.09.72,Beijing,11.09.1993
381,49.81,Cathy Freeman,AUS,16.02.73,Oslo,05.07.1996
381,49.81,Ana Guevara,MEX,04.03.77,Helsinki,10.08.2005
381,49.81,Sanya Richards-Ross,USA,26.02.85,Berlin,03.09.2006
381,49.81,Debbie Dunn,USA,26.03.78,Lausanne,08.07.2010
381,49.81,Allyson Felix,USA,18.11.85,Roma,26.05.2011
381,49.81,Quanera Hayes,USA,07.03.92,Tokyo,04.08.2021
390,49.82,Mariya Pinigina,UKR,09.02.58,Donetsk,27.08.1985
390,49.82,Olga Bryzgina,UKR,30.06.63,Tokyo,27.08.1991
390,49.82,Jearl Miles-Clark,USA,04.09.66,Stuttgart,17.08.1993
390,49.82,Lorraine Fenton,JAM,08.09.73,Roma,12.07.2002
390,49.82,Natalya Nazarova,RUS,22.05.79,Tula,30.07.2004
390,49.82,Sanya Richards-Ross,USA,26.02.85,Roma,08.07.2005
390,49.82,Sanya Richards-Ross,USA,26.02.85,Oslo,02.06.2006
397,49.83,Mariya Pinigina,UKR,09.02.58,Moskva,22.07.1979
397,49.83A,Valerie Brisco,USA,06.07.60,San José,09.06.1984
397,49.83,Sabine Busch,GER,21.11.62,Berlin,15.07.1984
397,49.83,Valerie Brisco,USA,06.07.60,Köln,26.08.1984
397,49.83,Tatána Kocembová,CZE,02.05.62,Bratislava,14.06.1986
397,49.83,Gwen Torrence,USA,12.06.65,Monaco,07.08.1993
397,49.83,Pauline Davis-Thompson,BAH,09.07.66,Lausanne,03.07.1996
397,49.83A,Amantle Montsho,BOT,04.07.83,Addis Ababa,02.05.2008
397,49.83,Allyson Felix,USA,18.11.85,Ad-Dawhah,09.05.2008
397,49.83,Allyson Felix,USA,18.11.85,Zürich,28.08.2009
397,49.83,Shericka Williams,JAM,17.09.85,Shanghai,20.09.2009
397,49.83,Francena McCorory,USA,20.10.88,Monaco,17.07.2015
397,49.83,Shericka Jackson,JAM,16.07.94,Rio de Janeiro,15.08.2016
410,49.84,Olga Bryzgina,UKR,30.06.63,Erfurt,22.06.1985
410,49.84,Petra Schersing,GER,18.07.65,Dresden,03.07.1986
410,49.84,Petra Schersing,GER,18.07.65,Stuttgart,27.08.1986
410,49.84,Grace Jackson,JAM,14.06.61,Köln,21.08.1988
410,49.84,Diane Dixon,USA,23.09.64,Seoul,25.09.1988
410,49.84,Natasha Hastings,USA,23.07.86,Indianapolis,23.06.2007
410,49.84,Rosemarie Whyte,JAM,08.09.86,London,06.08.2011
410,49.84,Salwa Eid Naser,BRN,23.05.98,Stockholm,10.06.2018
410,49.84,Athing Mu,USA,08.06.02,College Station,15.05.2021
419,49.85,Mariya Pinigina,UKR,09.02.58,Moskva,20.07.1984
419,49.85,Petra Schersing,GER,18.07.65,Tallinn,21.06.1986
419,49.85,Cathy Freeman,AUS,16.02.73,Melbourne,29.02.1996
419,49.85,Pauline Davis-Thompson,BAH,09.07.66,Atlanta,28.07.1996
419,49.85,Natalya Antyukh,RUS,26.06.81,Tula,31.07.2004
419,49.85,Tonique Williams-Darling,BAH,17.01.76,Monterrey,11.06.2005
419,49.85,Vania Stambolova,BUL,28.11.83,Göteborg,10.08.2006
419,49.85,Novlene Williams-Mills,JAM,26.04.82,Shanghai,20.09.2009
419,49.85,Francena McCorory,USA,20.10.88,Eugene,26.06.2015
419,49.85,Shericka Jackson,JAM,16.07.94,Rio de Janeiro,15.08.2016
429,49.86,Charity Opara,NGR,20.05.72,Bratislava,01.06.1992
429,49.86,Cathy Freeman,AUS,16.02.73,Stuttgart,13.07.1997
429,49.86A,Grit Breuer,GER,16.02.72,Johannesburg,13.09.1998
429,49.86,Ami Mbacké Thiam,SEN,10.11.76,Edmonton,07.08.2001
429,49.86,Sanya Richards-Ross,USA,26.02.85,Athínai,13.07.2008
429,49.86,Sanya Richards-Ross,USA,26.02.85,Eugene,07.06.2009
429,49.86,Francena McCorory,USA,20.10.88,Moskva,11.08.2013
429,49.86,Francena McCorory,USA,20.10.88,New York City,13.06.2015
429,49.86,Shaunae Miller-Uibo,BAH,15.04.94,Székesfehérvár,04.07.2017
429,49.86,Natalia Kaczmarek,POL,17.01.98,Chorzów,06.08.2022
429,49.86,Sada Williams,BAR,01.12.97,Nassau,20.08.2022
440,49.87,Marita Koch,GDR,18.02.57,Erfurt,30.05.1982
440,49.87,Sabine Busch,GER,21.11.62,Potsdam,05.05.1984
440,49.87,Tatána Kocembová,CZE,02.05.62,Firenze,13.06.1984
440,49.87,Mariya Pinigina,UKR,09.02.58,Moskva,06.06.1987
440,49.87,Denean Hill,USA,05.10.64,Seoul,25.09.1988
440,49.87,Grit Breuer,GER,16.02.72,Frankfurt,29.06.1991
440,49.87,Pauline Davis-Thompson,BAH,09.07.66,Monaco,10.08.1996
440,49.87,Pauline Davis-Thompson,BAH,09.07.66,Milano,07.09.1996
440,49.87,Sandie Richards,JAM,06.11.68,Berlin,26.08.1997
440,49.87A,Charity Opara,NGR,20.05.72,Johannesburg,27.03.1998
440,49.87,Falilat Ogunkoya,NGR,05.12.68,Edwardsville,25.07.1998
440,49.87,LaTasha Colander,USA,23.08.76,Sacramento,16.07.2000
440,49.87,Dee Dee Trotter,USA,08.12.82,London,04.08.2012
440,49.87,Amantle Montsho,BOT,04.07.83,Roma,06.06.2013
440,49.87,Candice McLeod,JAM,15.11.96,Tokyo,06.08.2021
440,49.87,Charokee Young,JAM,21.08.00,Gainesville,16.04.2022
440,49.87,Candice McLeod,JAM,15.11.96,Monaco,10.08.2022
440,49.87,Marileidy Paulino,DOM,25.10.96,Lausanne,26.08.2022
458,49.88,Petra Schersing,GER,18.07.65,Stuttgart,28.08.1986
458,49.88,Grit Breuer,GER,16.02.72,Roma,14.07.1998
458,49.88,Charity Opara,NGR,20.05.72,Monaco,08.08.1998
458,49.88,Ionela Târlea,ROU,09.02.76,Palma de Mallorca,12.07.1999
458,49.88,Lorraine Fenton,JAM,08.09.73,Edmonton,07.08.2001
458,49.88,Lorraine Fenton,JAM,08.09.73,London,08.08.2003
458,49.88,Monique Hennagan,USA,26.05.76,Athínai,22.08.2004
458,49.88,Dee Dee Trotter,USA,08.12.82,Carson,25.06.2005
458,49.88,Novlene Williams-Mills,JAM,26.04.82,Berlin,16.08.2009
458,49.88,Amantle Montsho,BOT,04.07.83,Ad-Dawhah,10.05.2013
458,49.88,Salwa Eid Naser,BRN,23.05.98,Bruxelles,01.09.2017
458,49.88,Beatrice Masilingi,NAM,10.04.03,Chorzów,20.06.2021
458,49.88,Quanera Hayes,USA,07.03.92,Zürich,09.09.2021
471,49.89,Irena Szewinska,POL,24.05.46,Düsseldorf,01.07.1977
471,49.89,Christina Lathan,GDR,28.02.58,Dresden,07.08.1977
471,49.89,Mariya Pinigina,UKR,09.02.58,Praha,17.08.1984
471,49.89,Jarmila Kratochvílová,CZE,26.01.51,Westwood,18.05.1985
471,49.89,Irina Privalova,RUS,12.11.68,Moskva,30.07.1993
471,49.89,Falilat Ogunkoya,NGR,05.12.68,Paris,28.06.1996
471,49.89,Marie-José Pérec,FRA,09.05.68,Köln,16.08.1996
471,49.89,Falilat Ogunkoya,NGR,05.12.68,Roma,14.07.1998
471,49.89,Falilat Ogunkoya,NGR,05.12.68,Uniondale,21.07.1998
471,49.89,Sanya Richards-Ross,USA,26.02.85,Sacramento,17.07.2004
471,49.89,Natalya Antyukh,RUS,26.06.81,Athínai,24.08.2004
471,49.89,Sanya Richards-Ross,USA,26.02.85,Kingston,06.05.2006
471,49.89,Sanya Richards-Ross,USA,26.02.85,Eugene,03.07.2008
471,49.89,Amantle Montsho,BOT,04.07.83,Berlin,16.08.2009
471,49.89,Amantle Montsho,BOT,04.07.83,Split,04.09.2010
471,49.89,Sanya Richards-Ross,USA,26.02.85,Stockholm,17.08.2012
471,49.89,Allyson Felix,USA,18.11.85,Beijing,25.08.2015
471,49.89,Allyson Felix,USA,18.11.85,Tokyo,04.08.2021
489,49.90,Dagmar Neubauer,GER,03.06.62,Berlin,15.07.1984
489,49.90,Valerie Brisco,USA,06.07.60,Seoul,25.09.1988
489,49.90,Olga Nazarova II,RUS,01.06.65,Seoul,26.09.1988
489,49.90,Jearl Miles-Clark,USA,04.09.66,Athínai,04.08.1997
489,49.90,Jearl Miles-Clark,USA,04.09.66,Monaco,16.08.1997
489,49.90,Falilat Ogunkoya,NGR,05.12.68,Monaco,04.08.1999
489,49.90,Ana Guevara,MEX,04.03.77,Paris,14.09.2002
489,49.90,Sanya Richards-Ross,USA,26.02.85,Beijing,17.08.2008
489,49.90,Natasha Hastings,USA,23.07.86,Rio de Janeiro,15.08.2016
489,49.90,Sada Williams,BAR,01.12.97,Birmingham,07.08.2022
489,49.90,Rhasidat Adeleke,IRL,29.08.02,Gainesville,15.04.2023
500,49.91,Marita Payne,CAN,07.10.60,Los Angeles,06.08.1984
500,49.91,Petra Schersing,GER,18.07.65,Praha,27.06.1987
500,49.91,Jillian Richardson,CAN,10.03.65,Seoul,25.09.1988
500,49.91,Falilat Ogunkoya,NGR,05.12.68,Stuttgart,13.07.1997
500,49.91,Ana Guevara,MEX,04.03.77,Berlin,06.09.2002
500,49.91,Vania Stambolova,BUL,28.11.83,Roma,14.07.2006
500,49.91,Novlene Williams-Mills,JAM,26.04.82,London,04.08.2012
500,49.91,Amantle Montsho,BOT,04.07.83,New York City,25.05.2013
500,49.91,Quanera Hayes,USA,07.03.92,Nassau,16.04.2016
500,49.91,Shaunae Miller-Uibo,BAH,15.04.94,Rio de Janeiro,15.08.2016
500,49.91,Shamier Little,USA,20.03.95,Miramar,10.04.2021
500,49.91,Candice McLeod,JAM,15.11.96,Kingston,27.06.2021
500,49.91,Shaunae Miller-Uibo,BAH,15.04.94,Gainesville,16.04.2022
513,49.92,Lorraine Fenton,JAM,08.09.73,Sevilla,26.08.1999
513,49.92,Kseniya Aksyonova,RUS,14.01.88,Barcelona,30.07.2010
513,49.92,Antonina Krivoshapka,RUS,21.07.87,Cheboksary,22.07.2011
513,49.92,Stephenie Ann McPherson,JAM,25.11.88,Monaco,19.07.2013
513,49.92,Shaunae Miller-Uibo,BAH,15.04.94,Lausanne,09.07.2015
513,49.92,Phyllis Francis,USA,04.05.92,London,09.08.2017
513,49.92,Quanera Hayes,USA,07.03.92,Miramar,10.04.2021
520,49.93,Sabine Busch,GER,21.11.62,Berlin,20.07.1984
520,49.93,Petra Schersing,GER,18.07.65,München,09.09.1987
520,49.93,Jillian Richardson,CAN,10.03.65,Barcelona,05.08.1992
520,49.93,Grit Breuer,GER,16.02.72,Budapest,21.08.1998
520,49.93,Natalya Antyukh,RUS,26.06.81,Osaka,27.08.2007
520,49.93,Sanya Richards-Ross,USA,26.02.85,Beijing,19.08.2008
520,49.93,Francena McCorory,USA,20.10.88,Glasgow,11.07.2014
520,49.93,Fiordaliza Cofil,DOM,27.10.00,Zürich,08.09.2022
528,49.94,Olga Bryzgina,UKR,30.06.63,Praha,16.08.1984
528,49.94,Jarmila Kratochvílová,CZE,26.01.51,Praha,17.08.1984
528,49.94,Petra Schersing,GER,18.07.65,Roma,31.08.1987
528,49.94,Olga Bryzgina,UKR,30.06.63,Lausanne,15.09.1987
528,49.94,Marie-José Pérec,FRA,09.05.68,Tokyo,26.08.1991
528,49.94,Olga Kotlyarova,RUS,12.04.76,Tula,05.06.2004
528,49.94,Natasha Hastings,USA,23.07.86,Des Moines,22.06.2013
528,49.94,Natasha Hastings,USA,23.07.86,Moskva,11.08.2013
528,49.94,Francena McCorory,USA,20.10.88,Marrakesh,13.09.2014
528,49.94,Phyllis Francis,USA,04.05.92,Eugene,03.07.2016
528,49.94,Natalia Kaczmarek,POL,17.01.98,München,17.08.2022
528,49.94,Sada Williams,BAR,01.12.97,Lausanne,26.08.2022
540,49.95,Marita Koch,GDR,18.02.57,Jena,17.05.1980
540,49.95A,Lillie Leatherwood,USA,06.07.64,San José,27.06.1987
540,49.95,Olga Kotlyarova,RUS,12.04.76,Yokohama,09.09.2000
540,49.95,Ami Mbacké Thiam,SEN,10.11.76,Saint-Denis,27.08.2003
540,49.95,Ana Guevara,MEX,04.03.77,Bruxelles,03.09.2004
540,49.95,Tonique Williams-Darling,BAH,17.01.76,Eugene,04.06.2005
540,49.95,Sanya Richards-Ross,USA,26.02.85,Lausanne,05.07.2005
540,49.95,Debbie Dunn,USA,26.03.78,Berlin,16.08.2009
540,49.95,Sanya Richards-Ross,USA,26.02.85,Thessaloníki,13.09.2009
540,49.95,Novlene Williams-Mills,JAM,26.04.82,Saint-Denis,06.07.2012
540,49.95,Sanya Richards-Ross,USA,26.02.85,Kingston,09.05.2015
540,49.95,Salwa Eid Naser,BRN,23.05.98,Paris,09.06.2023
552,49.96,Marita Koch,GDR,18.02.57,Erfurt,01.06.1984
552,49.96,Olga Bryzgina,UKR,30.06.63,Moskva,09.07.1986
552,49.96,Olga Nazarova II,RUS,01.06.65,Bryansk,17.07.1987
552,49.96,Olga Nazarova II,RUS,01.06.65,Dijon,13.06.1992
552,49.96,Pauline Davis-Thompson,BAH,09.07.66,Göteborg,08.08.1995
552,49.96,Cathy Freeman,AUS,16.02.73,Gateshead,30.06.1996
552,49.96,Jearl Miles-Clark,USA,04.09.66,London,12.07.1996
552,49.96,Fatima Yusuf,NGR,02.05.71,Monaco,10.08.1996
552,49.96,Falilat Ogunkoya,NGR,05.12.68,Sevilla,24.08.1999
552,49.96,Ana Guevara,MEX,04.03.77,Sydney,25.09.2000
552,49.96,Sanya Richards-Ross,USA,26.02.85,Kingston,07.05.2005
552,49.96,Monique Henderson,USA,18.02.83,Carson,25.06.2005
552,49.96,Svetlana Pospelova,RUS,24.12.79,Tula,10.07.2005
552,49.96,Vania Stambolova,BUL,28.11.83,Saint-Denis,08.07.2006
552,49.96,Francena McCorory,USA,20.10.88,Monaco,19.07.2013
552,49.96,Phyllis Francis,USA,04.05.92,Sacramento,24.06.2017
552,49.96,Caster Semenya,RSA,07.01.91,Asaba,03.08.2018
552,49.96,Marileidy Paulino,DOM,25.10.96,Zürich,09.09.2021
570,49.97,Irena Szewinska,POL,24.05.46,Berlin,26.08.1977
570,49.97,Falilat Ogunkoya,NGR,05.12.68,Bruxelles,23.08.1996
570,49.97,Ana Guevara,MEX,04.03.77,Edmonton,07.08.2001
570,49.97,Monique Hennagan,USA,26.05.76,Athínai,24.08.2004
570,49.97,Jodie Williams,GBR,28.09.93,Tokyo,04.08.2021
570,49.97,Jodie Williams,GBR,28.09.93,Tokyo,06.08.2021
576,49.98,Mariya Pinigina,UKR,09.02.58,Praha,16.08.1984
576,49.98,Petra Schersing,GER,18.07.65,Potsdam,08.09.1988
576,49.98,Tatyana Alekseyeva,RUS,07.10.63,Tula,08.07.1997
576,49.98,Grit Breuer,GER,16.02.72,Monaco,16.08.1997
576,49.98,Jearl Miles-Clark,USA,04.09.66,Monaco,04.08.1999
576,49.98,Lorraine Fenton,JAM,08.09.73,Berlin,10.08.2003
576,49.98,Natalya Nazarova,RUS,22.05.79,Saint-Denis,27.08.2003
576,49.98,Sanya Richards-Ross,USA,26.02.85,Eugene,04.06.2005
576,49.98,Shericka Williams,JAM,17.09.85,Oslo,03.07.2009
576,49.98,Sanya Richards-Ross,USA,26.02.85,Bruxelles,05.09.2014
576,49.98,Salwa Eid Naser,BRN,23.05.98,Oslo,07.06.2018
576,49.98,Marileidy Paulino,DOM,25.10.96,Eugene,20.07.2022
576,49.98,Sada Williams,BAR,01.12.97,Zürich,08.09.2022
589,49.99,Gaby Bussmann,FRG,08.10.59,München,26.07.1983
589,49.99,Pam Marshall,USA,16.08.60,Westwood,17.05.1986
589,49.99,Svetlana Pospelova,RUS,24.12.79,Tula,13.06.2006
589,49.99,Tatyana Veshkurova,RUS,23.09.81,Tula,16.07.2006
589,49.99,Novlene Williams-Mills,JAM,26.04.82,Kingston,05.05.2012
589,49.99,Stephenie Ann McPherson,JAM,25.11.88,Moskva,11.08.2013
589,49.99,Stephenie Ann McPherson,JAM,25.11.88,Moskva,12.08.2013
589,49.99,Shericka Jackson,JAM,16.07.94,Beijing,27.08.2015
589,49.99,Kendall Ellis,USA,08.03.96,Palo Alto,13.05.2018
589,49.99,Marileidy Paulino,DOM,25.10.96,Huelva,03.06.2021
589,49.99,Stephenie Ann McPherson,JAM,25.11.88,Székesfehérvár,06.07.2021
589,49.99,Talitha Diggs,USA,22.08.02,Eugene,11.06.2022
601,50.00,Dagmar Neubauer,GER,03.06.62,Karl-Marx-Stadt,20.05.1984
601,50.00,Valerie Brisco,USA,06.07.60,Durham,25.07.1987
601,50.00,Olga Bryzgina,UKR,30.06.63,Leningrad,12.06.1988
601,50.00,Jearl Miles-Clark,USA,04.09.66,Göteborg,08.08.1995
601,50.00,Falilat Ogunkoya,NGR,05.12.68,Nice,10.07.1996
601,50.00,Cathy Freeman,AUS,16.02.73,Sydney,26.02.2000
601,50.00,Ana Guevara,MEX,04.03.77,Saint-Denis,05.07.2002
601,50.00,Tonique Williams-Darling,BAH,17.01.76,Athínai,22.08.2004
601,50.00,Dee Dee Trotter,USA,08.12.82,Athínai,24.08.2004
601,50.00,Sanya Richards-Ross,USA,26.02.85,Carson,22.05.2005
601,50.00,Novlene Williams-Mills,JAM,26.04.82,Shanghai,19.05.2012
601,50.00,Natalya Nazarova,RUS,22.05.79,Cheboksary,04.07.2012
601,50.00,Christine Ohuruogu,GBR,17.05.84,London,27.07.2013
601,50.00,Stephenie Ann McPherson,JAM,25.11.88,Rieti,08.09.2013
601,50.00,Kendall Ellis,USA,08.03.96,Sacramento,24.06.2017
601,50.00,Charokee Young,JAM,21.08.00,College Station,02.04.2022
617,50.01,Valerie Brisco,USA,06.07.60,Berlin,21.08.1987
617,50.01,Ana Fidelia Quirot,CUB,23.03.63,Duisburg,26.08.1989
617,50.01,Li Jing,CHN,14.02.80,Shanghai,18.10.1997
617,50.01,Falilat Ogunkoya,NGR,05.12.68,Lausanne,02.07.1999
617,50.01,Cathy Freeman,AUS,16.02.73,Sydney,24.09.2000
617,50.01,Yuliya Gushchina,RUS,04.03.83,Beijing,19.08.2008
617,50.01,Amantle Montsho,BOT,04.07.83,Eugene,01.06.2013
617,50.01,Francena McCorory,USA,20.10.88,Des Moines,22.06.2013
617,50.01,Novlene Williams-Mills,JAM,26.04.82,Kingston,23.06.2013
626,50.02,Christina Lathan,GDR,28.02.58,Berlin,10.07.1976
626,50.02,Ana Fidelia Quirot,CUB,23.03.63,Linz,05.07.1991
626,50.02,Jillian Richardson,CAN,10.03.65,Barcelona,03.08.1992
626,50.02,Cathy Freeman,AUS,16.02.73,Eugene,31.05.1998
626,50.02A,Falilat Ogunkoya,NGR,05.12.68,Johannesburg,16.09.1999
626,50.02,Tonique Williams-Darling,BAH,17.01.76,Sheffield,21.08.2005
626,50.02,Sanya Richards-Ross,USA,26.02.85,Bruxelles,25.08.2006
626,50.02,Sanya Richards-Ross,USA,26.02.85,Indianapolis,22.06.2007
626,50.02,Anastasiya Kapachinskaya,RUS,21.11.79,Moskva,10.07.2008
626,50.02,Allyson Felix,USA,18.11.85,Eugene,20.06.2021
626,50.02,Roneisha McGregor,JAM,09.10.97,Kingston,27.06.2021
626,50.02,Natalia Kaczmarek,POL,17.01.98,Chorzów,04.06.2023
638,50.03,Gesine Walther,GDR,06.10.62,Jena,13.05.1984
638,50.03,Petra Schersing,GER,18.07.65,Karl-Marx-Stadt,20.06.1987
638,50.03,Ana Fidelia Quirot,CUB,23.03.63,Köln,19.08.1990
638,50.03,Grit Breuer,GER,16.02.72,Oslo,06.07.1991
638,50.03,Sandie Richards,JAM,06.11.68,Zürich,12.08.1998
638,50.03,Falilat Ogunkoya,NGR,05.12.68,Lausanne,25.08.1998
638,50.03,Falilat Ogunkoya,NGR,05.12.68,Sevilla,26.08.1999
638,50.03,Dee Dee Trotter,USA,08.12.82,Yokohama,19.09.2005
638,50.03A,Amantle Montsho,BOT,04.07.83,Nairobi,30.07.2010
638,50.03,Amantle Montsho,BOT,04.07.83,Stockholm,17.08.2012
638,50.03,Courtney Okolo,USA,15.03.94,Lubbock,18.05.2014
638,50.03,Sanya Richards-Ross,USA,26.02.85,Sacramento,27.06.2014
638,50.03,Shericka Jackson,JAM,16.07.94,Beijing,25.08.2015
638,50.03,Wadeline Jonathas,USA,19.02.98,Eugene,20.06.2021
638,50.03,Candice McLeod,JAM,15.11.96,Zürich,08.09.2022
653,50.04,Mariya Pinigina,UKR,09.02.58,Livorno,30.05.1987
653,50.04,Cathy Freeman,AUS,16.02.73,Paris,03.09.1994
653,50.04,Jearl Miles-Clark,USA,04.09.66,Monaco,10.08.1996
653,50.04,Falilat Ogunkoya,NGR,05.12.68,Osaka,13.05.2000
653,50.04,Cathy Freeman,AUS,16.02.73,Athínai,28.06.2000
653,50.04,Jearl Miles-Clark,USA,04.09.66,Monaco,18.08.2000
653,50.04,Natalya Antyukh,RUS,26.06.81,Athínai,22.08.2004
653,50.04,Vania Stambolova,BUL,28.11.83,Shanghai,23.09.2006
653,50.04,Sanya Richards-Ross,USA,26.02.85,New York City,31.05.2008
653,50.04,Shericka Williams,JAM,17.09.85,Lausanne,08.07.2010
653,50.04,Novlene Williams-Mills,JAM,26.04.82,Lausanne,08.07.2010
653,50.04,Stephenie Ann McPherson,JAM,25.11.88,Kingston,03.07.2016
653,50.04,Quanera Hayes,USA,07.03.92,Coral Gables,08.04.2017
653,50.04,Athing Mu,USA,08.06.02,College Station,14.05.2021
667,50.05,Dagmar Neubauer,GER,03.06.62,Jena,13.05.1984
667,50.05,Pauline Davis-Thompson,BAH,09.07.66,Köln,19.08.1990
667,50.05,Maicel Malone,USA,12.06.69,Lausanne,06.07.1994
667,50.05,Jearl Miles-Clark,USA,04.09.66,Athínai,03.08.1997
667,50.05,Lorraine Fenton,JAM,08.09.73,Sevilla,24.08.1999
667,50.05,Katharine Merry,GBR,21.09.74,Nice,08.07.2000
667,50.05,Heidi Seyerling,RSA,19.08.76,Sydney,25.09.2000
667,50.05,Ana Guevara,MEX,04.03.77,Monterrey,11.06.2005
667,50.05,Sanya Richards-Ross,USA,26.02.85,Helsinki,08.08.2005
667,50.05,Rosemarie Whyte,JAM,08.09.86,Kingston,29.06.2008
667,50.05,Sanya Richards-Ross,USA,26.02.85,Eugene,27.06.2009
667,50.05,Novlene Williams-Mills,JAM,26.04.82,Athínai,13.07.2009
667,50.05,Novlene Williams-Mills,JAM,26.04.82,Kingston,26.06.2011
667,50.05,Antonina Krivoshapka,RUS,21.07.87,Cheboksary,04.07.2012
667,50.05,Francena McCorory,USA,20.10.88,Roma,06.06.2013
667,50.05,Francena McCorory,USA,20.10.88,Sacramento,27.06.2014
667,50.05,Novlene Williams-Mills,JAM,26.04.82,Kingston,29.06.2014
667,50.05,Allyson Felix,USA,18.11.85,Eugene,30.05.2015
667,50.05,Shericka Jackson,JAM,16.07.94,Kingston,25.06.2017
667,50.05,Britton Wilson,USA,13.11.00,Oxford MS,14.05.2022
667,50.05,Candice McLeod,JAM,15.11.96,Eugene,20.07.2022
688,50.06,Mariya Pinigina,UKR,09.02.58,Moskva,21.06.1983
688,50.06,Marita Payne,CAN,07.10.60,Helsinki,10.08.1983
688,50.06,Rochelle Stevens,USA,08.09.66,New Orleans,22.06.1992
688,50.06,Gwen Torrence,USA,12.06.65,Bruxelles,28.08.1992
688,50.06,Falilat Ogunkoya,NGR,05.12.68,Athínai,03.08.1997
688,50.06,Grit Breuer,GER,16.02.72,Athínai,04.08.1997
688,50.06,Monique Hennagan,USA,26.05.76,Bruxelles,03.09.2004
688,50.06,Olga Zaytseva,RUS,10.11.84,Tula,14.06.2005
688,50.06,Vania Stambolova,BUL,28.11.83,Plovdiv,25.06.2006
688,50.06,Novlene Williams-Mills,JAM,26.04.82,Kingston,24.06.2007
688,50.06,Francena McCorory,USA,20.10.88,New York City,09.06.2012
688,50.06,Novlene Williams-Mills,JAM,26.04.82,Oslo,11.06.2014
688,50.06,Natasha Hastings,USA,23.07.86,Saint-Denis,27.08.2016
688,50.06,Salwa Eid Naser,BRN,23.05.98,London,09.08.2017
688,50.06,Caster Semenya,RSA,07.01.91,Chorzów,22.08.2018
688,50.06,Marileidy Paulino,DOM,25.10.96,Tokyo,03.08.2021
704,50.07,Irina Nazarova,RUS,31.07.57,Moskva,28.07.1980
704,50.07,Mariya Pinigina,UKR,09.02.58,Helsinki,09.08.1983
704,50.07,Kirsten Emmelmann,GDR,19.04.61,Berlin,23.08.1985
704,50.07,Falilat Ogunkoya,NGR,05.12.68,Dakar,20.08.1998
704,50.07,Lorraine Fenton,JAM,08.09.73,Lausanne,05.07.2000
704,50.07,Amantle Montsho,BOT,04.07.83,Lausanne,08.07.2010
704,50.07,Natalya Nazarova,RUS,22.05.79,Cheboksary,05.07.2012
704,50.07,Sanya Richards-Ross,USA,26.02.85,London,04.08.2012
704,50.07,Sydney McLaughlin-Levrone,USA,07.08.99,Gainesville,30.03.2018
704,50.07,Phyllis Francis,USA,04.05.92,Stockholm,10.06.2018
704,50.07,Wadeline Jonathas,USA,19.02.98,Ad-Dawhah,01.10.2019
704,50.07,Quanera Hayes,USA,07.03.92,Eugene,19.06.2021
716,50.08,Sandie Richards,JAM,06.11.68,Athínai,02.08.1997
716,50.08,Lorraine Fenton,JAM,08.09.73,Monaco,18.08.2000
716,50.08,Tatyana Firova,RUS,10.10.82,Tula,16.07.2006
716,50.08,Rosemarie Whyte,JAM,08.09.86,Zagreb,04.09.2012
716,50.08,Novlene Williams-Mills,JAM,26.04.82,Marrakesh,13.09.2014
716,50.08,Salwa Eid Naser,BRN,23.05.98,London,07.08.2017
716,50.08,Allyson Felix,USA,18.11.85,London,09.08.2017
716,50.08,Jessica Beard,USA,08.01.89,Des Moines,23.06.2018
716,50.08,Talitha Diggs,USA,22.08.02,Eugene,09.06.2022
725,50.09,Marita Koch,GDR,18.02.57,Leipzig,27.07.1977
725,50.09,Olga Nazarova II,RUS,01.06.65,Tallinn,05.07.1988
725,50.09,Falilat Ogunkoya,NGR,05.12.68,Monaco,08.08.1998
