Place,Time,Wind,Athlete,Country,Date of Birth,City,Event Date
1269,22.44,+1.8,Li Xuemei,CHN,05.01.77,Athínai,06.08.1997
1269,22.44,+0.8,Inger Miller,USA,12.06.72,Roma,07.07.1999
1269,22.44,+1.8,Fatima Yusuf,NGR,02.05.71,Sevilla,25.08.1999
1269,22.44A,+1.0,Pauline Davis-Thompson,BAH,09.07.66,Ciudad de México,01.07.2000
1269,22.44,-0.5,Beverly McDonald,JAM,15.02.70,Yokohama,09.09.2000
1269,22.44,-0.2,Beverly McDonald,JAM,15.02.70,Sydney,27.09.2000
1269,22.44,-0.2,Torri Edwards,USA,31.01.77,Saint-Denis,27.08.2003
1269,22.44,+0.3,Sanya Richards-Ross,USA,26.02.85,Sheffield,15.07.2007
1269,22.44,+0.8,Veronica Campbell-Brown,JAM,16.05.82,Osaka,30.08.2007
1269,22.44,+0.3,Allyson Felix,USA,18.11.85,Berlin,20.08.2009
1269,22.44,+0.1,Yelizaveta Bryzgina,UKR,28.11.89,Barcelona,31.07.2010
1269,22.44,+0.1,Aleksandra Fedoriva,RUS,13.09.88,Barcelona,31.07.2010
1269,22.44,+0.1,Veronica Campbell-Brown,JAM,16.05.82,Kingston,26.06.2011
1269,22.44,+1.2,Shalonda Solomon,USA,19.12.85,Eugene,26.06.2011
1269,22.44,+1.5,Allyson Felix,USA,18.11.85,Eugene,30.05.2014
1269,22.44,-0.1,Jenna Prandini,USA,20.11.92,Eugene,28.06.2015
1269,22.44,+0.4,Jeneba Tarmoh,USA,27.09.89,Eugene,28.06.2015
1269,22.44,+1.2,Marie-Josée Ta Lou,CIV,18.11.88,Ostrava,28.06.2017
1269,22.44,+0.8,Deajah Stevens,USA,19.05.95,London,11.08.2017
1269,22.44,+0.2,Marie-Josée Ta Lou,CIV,18.11.88,Berlin,27.08.2017
1269,22.44,+0.1,Dina Asher-Smith,GBR,04.12.95,Gold Coast,11.04.2018
1269,22.44,+1.9,Lynna Irby-Jackson,USA,06.12.98,Knoxville,11.05.2018
1269,22.44,+0.1,Dafne Schippers,NED,15.06.92,Hengelo,03.06.2018
1269,22.44,+0.1,Elaine Thompson-Herah,JAM,28.06.92,Monaco,12.07.2019
1269,22.44,-0.4,Elaine Thompson-Herah,JAM,28.06.92,Zürich,29.08.2019
1269,22.44,+1.0,Tamara Clark,USA,09.01.99,Eugene,24.06.2021
1269,22.44,-0.3,Morolake Akinosun,USA,17.05.94,Eugene,25.06.2021
1269,22.44,+0.5,Grace Nwokocha,NGR,07.04.01,Eugene,09.06.2022
1269,22.44,+0.9,A'Keyla Mitchell,USA,25.11.95,Eugene,26.06.2022
1269,22.44,+1.8,Kayla White,USA,24.09.96,Miramar,08.04.2023
1269,22.44,+0.5,Twanisha Terry,USA,24.01.99,Westwood,27.05.2023
1320,22.45,+1.1,Raelene Boyle,AUS,24.06.51,München,07.09.1972
1320,22.45,-0.6,Renate Stecher,GDR,12.05.50,Berlin,10.07.1976
1320,22.45,+1.6,Evelyn Ashford,USA,15.04.57,San Juan,09.07.1979
1320,22.45,+1.1,Marlies Göhr,GDR,21.03.58,Erfurt,18.05.1980
1320,22.45,+0.1,Natalya Bochina,RUS,04.01.62,Moskva,05.07.1980
1320,22.45,+0.6,Merlene Ottey,JAM,10.05.60,Budapest,11.08.1980
1320,22.45,±0.0,Jarmila Kratochvílová,CZE,26.01.51,Firenze,10.06.1981
1320,22.45,+0.3,Merlene Ottey,JAM,10.05.60,Stillwater,14.05.1983
1320,22.45,+0.1,Natalya Bochina,RUS,04.01.62,Kyiv,23.06.1984
1320,22.45,-1.8,Heike Drechsler,GER,16.12.64,Potsdam,12.06.1986
1320,22.45,+1.3,Silke Möller,GER,20.06.64,Tallinn,22.06.1986
1320,22.45,+0.5,Marie-Christine Cazier,FRA,23.08.63,Stuttgart,28.08.1986
1320,22.45,Evette,de Klerk,RSA,21.08.65,Durban,22.04.1989
1320,22.45A,+0.7,Mary Onyali,NGR,03.02.68,Provo,02.06.1989
1320,22.45,-0.3,Galina Malchugina,RUS,17.12.62,Oslo,14.07.1990
1320,22.45,+0.3,Grace Jackson,JAM,14.06.61,Bruxelles,10.08.1990
1320,22.45,+0.5,Grit Breuer,GER,16.02.72,Köln,08.09.1991
1320,22.45,-0.9,Irina Privalova,RUS,12.11.68,Barcelona,03.08.1992
1320,22.45,-0.7,Marie-José Pérec,FRA,09.05.68,Koblenz,26.08.1992
1320,22.45,-1.2,Galina Malchugina,RUS,17.12.62,Madrid,03.06.1993
1320,22.45,+0.9,Mary Onyali,NGR,03.02.68,Bruxelles,03.09.1993
1320,22.45,+0.2,Irina Privalova,RUS,12.11.68,Fukuoka,18.09.1993
1320,22.45,+1.4,Melanie Paschke,GER,29.06.70,Erfurt,03.07.1994
1320,22.45,+0.8,Silke Knoll,GER,21.02.67,Villeneuve d'Ascq,25.06.1995
1320,22.45,±0.0,Carlette Guidry,USA,04.09.68,Monaco,25.07.1995
1320,22.45,-0.7,Galina Malchugina,RUS,17.12.62,Göteborg,10.08.1995
1320,22.45,+0.5,Inger Miller,USA,12.06.72,Atlanta,22.06.1996
1320,22.45,+0.3,Galina Malchugina,RUS,17.12.62,Atlanta,01.08.1996
1320,22.45,±0.0,Melinda Gainsford-Taylor,AUS,01.10.71,Athínai,06.08.1997
1320,22.45,+0.8,Beverly McDonald,JAM,15.02.70,Luzern,02.07.1998
1320,22.45,+0.8,Debbie Ferguson-McKenzie,BAH,16.01.76,Roma,07.07.1999
1320,22.45,±0.0,Marion Jones,USA,12.10.75,Sevilla,24.08.1999
1320,22.45A,+0.1,Fatima Yusuf,NGR,02.05.71,Johannesburg,18.09.1999
1320,22.45,+0.7,Susanthika Jayasinghe,SRI,17.12.75,Sydney,28.09.2000
1320,22.45,±0.0,Torri Edwards,USA,31.01.77,Palo Alto,22.06.2003
1320,22.45,+0.2,Cydonie Mothersill,CAY,19.03.78,Saint George´s,06.07.2003
1320,22.45,-2.7,Christine Arron,FRA,13.09.73,Helsinki,11.08.2005
1320,22.45A,+1.4,Simone Facey,JAM,07.05.85,Boulder,18.05.2008
1320,22.45,+0.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Thessaloníki,12.09.2009
1320,22.45,+1.4,Cydonie Mothersill,CAY,19.03.78,Shanghai,20.09.2009
1320,22.45,+1.4,Debbie Ferguson-McKenzie,BAH,16.01.76,Shanghai,20.09.2009
1320,22.45,+1.4,Tameka Williams,SKN,31.08.89,Basse-Terre,03.06.2012
1320,22.45,+0.9,Shaunae Miller-Uibo,BAH,15.04.94,Nassau,22.06.2013
1320,22.45,+1.5,Dezerea Bryant,USA,27.04.93,Jacksonville,30.05.2015
1320,22.45,-0.4,Dafne Schippers,NED,15.06.92,Iráklio,21.06.2015
1320,22.45,-0.9,Candyce McGrone,USA,24.03.89,Beijing,26.08.2015
1320,22.45,-0.9,Deajah Stevens,USA,19.05.95,Eugene,09.07.2016
1320,22.45,±0.0,Deajah Stevens,USA,19.05.95,Rio de Janeiro,15.08.2016
1320,22.45,-2.3,Dafne Schippers,NED,15.06.92,Ad-Dawhah,05.05.2017
1320,22.45,+0.2,Jenna Prandini,USA,20.11.92,London,15.07.2018
1320,22.45,+0.2,Mujinga Kambundji,SUI,17.06.92,Berlin,11.08.2018
1320,22.45,+0.1,Dafne Schippers,NED,15.06.92,Monaco,12.07.2019
1320,22.45,+1.2,Ivet Lalova-Collio,BUL,18.05.84,Pravets,03.09.2019
1320,22.45,+2.0,Jasmine Camacho-Quinn,PUR,21.08.96,Clermont,25.07.2020
1320,22.45,+0.2,Favour Ofili,NGR,31.12.02,Eugene,12.06.2021
1320,22.45,-0.3,Lynna Irby-Jackson,USA,06.12.98,Eugene,25.06.2021
1320,22.45,+0.4,Sha'Carri Richardson,USA,25.03.00,Bruxelles,03.09.2021
1320,22.45,+1.3,TyNia Gaither,BAH,16.03.93,Waco,02.04.2022
1320,22.45,+0.2,Jenna Prandini,USA,20.11.92,Baton Rouge,30.04.2022
1320,22.45,+0.6,Mujinga Kambundji,SUI,17.06.92,Székesfehérvár,08.06.2022
1320,22.45,+0.9,Shania Collins,USA,14.11.96,Eugene,26.06.2022
1320,22.45,-0.9,Jenna Prandini,USA,20.11.92,Zürich,08.09.2022
1320,22.45,+0.1,Marie-Josée Ta Lou,CIV,18.11.88,Eagle Rock,06.05.2023
1320,22.45,±0.0,Jacious Sears,USA,14.08.01,Baton Rouge,13.05.2023
1320,22.45,+1.4,Cecilia Tamayo,MEX,04.03.97,Tampa,14.05.2023
1320,22.45,+0.5,Julien Alfred,LCA,10.06.01,Sacramento,27.05.2023
1386,22.46,+0.5,Lyudmila Kondratyeva,RUS,11.04.58,Leipzig,24.06.1979
1386,22.46A,+1.0,Merlene Ottey,JAM,10.05.60,Provo,05.06.1982
1386,22.46,+0.7,Gesine Walther,GDR,06.10.62,Cottbus,26.06.1982
1386,22.46,+1.5,Florence Griffith-Joyner,USA,21.12.59,Helsinki,14.08.1983
1386,22.46,+1.2,Grace Jackson,JAM,14.06.61,Zürich,24.08.1983
1386,22.46,Jarmila,Kratochvílová,CZE,26.01.51,Pisa,25.08.1983
1386,22.46,-0.4,Marita Koch,GDR,18.02.57,Potsdam,28.06.1985
1386,22.46,+1.6,Olga Bryzgina,UKR,30.06.63,Oslo,17.07.1985
1386,22.46,±0.0,Florence Griffith-Joyner,USA,21.12.59,Köln,25.08.1985
1386,22.46,+0.2,Marina Zhirova,RUS,06.06.63,Tokyo,22.09.1985
1386,22.46,-0.4,Merlene Ottey,JAM,10.05.60,Sevilla,24.05.1986
1386,22.46,+0.1,Marina Molokova,RUS,24.08.62,Kyiv,16.07.1986
1386,22.46,-0.3,Ewa Kasprzyk,POL,07.09.57,Köln,17.08.1986
1386,22.46,Dawn,Sowell,USA,27.03.66,Kingston,06.05.1989
1386,22.46,+0.2,Silke Möller,GER,20.06.64,Barcelona,08.09.1989
1386,22.46,-0.3,Merlene Ottey,JAM,10.05.60,Padova,17.09.1989
1386,22.46,+1.1,Katrin Krabbe,GER,22.11.69,Berlin,04.07.1990
1386,22.46A,+1.6,Dannette Young,USA,06.10.64,Sestriere,08.08.1990
1386,22.46,-0.4,Katrin Krabbe,GER,22.11.69,Split,30.08.1990
1386,22.46,-0.4,Katrin Krabbe,GER,22.11.69,Tokyo,29.08.1991
1386,22.46A,+0.2,Carlette Guidry,USA,04.09.68,San José,30.05.1992
1386,22.46,±0.0,Silke Knoll,GER,21.02.67,Barcelona,03.08.1992
1386,22.46,±0.0,Galina Malchugina,RUS,17.12.62,Göteborg,09.08.1995
1386,22.46,-0.5,Silke Knoll,GER,21.02.67,Göteborg,09.08.1995
1386,22.46,+1.5,Marion Jones,USA,12.10.75,New Orleans,20.06.1998
1386,22.46,+0.4,Zhanna Block,UKR,06.07.72,Uniondale,20.07.1998
1386,22.46,-0.5,Svetlana Goncharenko,RUS,26.05.71,Thessaloníki,27.07.1998
1386,22.46,+2.0,Inger Miller,USA,12.06.72,Eugene,27.06.1999
1386,22.46,+0.6,Beverly McDonald,JAM,15.02.70,Zürich,11.08.1999
1386,22.46,+0.2,Beverly McDonald,JAM,15.02.70,Bruxelles,03.09.1999
1386,22.46,-0.2,Debbie Ferguson-McKenzie,BAH,16.01.76,Nassau,22.07.2000
1386,22.46,-1.0,LaTasha Jenkins,USA,19.12.77,Bridgetown,19.05.2001
1386,22.46,+1.0,Muriel Hurtis,FRA,25.03.79,München,09.08.2002
1386,22.46,-0.3,Lauryn Williams,USA,11.09.83,Coral Gables,10.04.2004
1386,22.46,+0.3,Muna Lee,USA,30.10.81,Carson,26.06.2005
1386,22.46,+2.0,LaShauntea Moore,USA,31.07.83,Carson,20.05.2007
1386,22.46,+0.3,Laverne Jones-Ferrette,ISV,16.09.81,Hengelo,01.06.2009
1386,22.46,+1.1,LaShauntea Moore,USA,31.07.83,Baie-Mahault,01.05.2010
1386,22.46,-0.3,Jeneba Tarmoh,USA,27.09.89,Norman,15.05.2011
1386,22.46,-0.1,Shalonda Solomon,USA,19.12.85,Daegu,01.09.2011
1386,22.46,-0.2,Veronica Campbell-Brown,JAM,16.05.82,Daegu,01.09.2011
1386,22.46,-0.3,Bianca Knight,USA,02.01.89,New York City,09.06.2012
1386,22.46,-0.3,Kynnedy Flannel,USA,12.07.00,Eugene,25.06.2012
1386,22.46,+1.5,Aurieyall Scott,USA,18.05.92,Des Moines,22.06.2013
1386,22.46,-0.5,Kimberlyn Duncan,USA,02.08.91,Monaco,19.07.2013
1386,22.46,±0.0,Murielle Ahouré-Demps,CIV,23.08.87,Moskva,15.08.2013
1386,22.46,-0.5,Jodie Williams,GBR,28.09.93,Zürich,15.08.2014
1386,22.46,+0.1,Desirèe Henry,GBR,26.08.95,Saint-Denis,27.08.2016
1386,22.46,+0.2,Shericka Jackson,JAM,16.07.94,Berlin,27.08.2017
1386,22.46,+0.9,Gabrielle Thomas,USA,07.12.96,Tampa,25.05.2018
1386,22.46,+2.0,Jeneba Tarmoh,USA,27.09.89,Des Moines,24.06.2018
1386,22.46,-0.4,Dafne Schippers,NED,15.06.92,Zürich,29.08.2019
1386,22.46,+0.4,Brittany Brown,USA,18.04.95,Ad-Dawhah,01.10.2019
1386,22.46,+1.3,Lynna Irby-Jackson,USA,06.12.98,Eugene,26.06.2021
1386,22.46,+1.8,Melissa Jefferson,USA,21.02.01,Columbia,23.04.2022
1386,22.46,+1.2,Julien Alfred,LCA,10.06.01,Lubbock,14.05.2022
1386,22.46,+0.6,Kayla White,USA,24.09.96,Székesfehérvár,08.06.2022
1386,22.46,+1.2,Gabrielle Thomas,USA,07.12.96,Austin,01.04.2023
1386,22.46,+1.9,Adriana Tatum,USA,3,14.05.2023
1445,22.47,±0.0,Renate Stecher,GDR,12.05.50,Montréal,28.07.1976
1445,22.47,+1.5,Romy Müller,GDR,26.07.58,Moskva,30.07.1980
1445,22.47,+0.3,Sabine Günther,GER,06.11.63,Dresden,03.07.1982
1445,22.47,+1.4,Florence Griffith-Joyner,USA,21.12.59,Houston,02.06.1983
1445,22.47,+0.9,Grace Jackson,JAM,14.06.61,Indianapolis,19.06.1983
1445,22.47,+0.1,Randy Givens,USA,27.03.62,Edmonton,10.07.1983
1445,22.47,+0.9,Valerie Brisco,USA,06.07.60,Los Angeles,21.06.1984
1445,22.47,+0.2,Tatána Kocembová,CZE,02.05.62,Barcelona,08.07.1984
1445,22.47,±0.0,Chandra Cheeseborough,USA,10.01.59,Zürich,22.08.1984
1445,22.47,+0.5,Natalya German,UKR,10.11.63,Chelyabinsk,21.06.1987
1445,22.47A,+0.2,Esther Jones,USA,07.04.69,San José,30.05.1992
1445,22.47,+0.7,Evelyn Ashford,USA,15.04.57,Linz,13.08.1992
1445,22.47,+0.2,Galina Malchugina,RUS,17.12.62,Torino,04.09.1992
1445,22.47,+1.8,Grace Jackson,JAM,14.06.61,Rieti,06.09.1992
1445,22.47,±0.0,Dannette Young,USA,06.10.64,Bruxelles,19.08.1994
1445,22.47,+1.6,Marina Trandenkova,RUS,07.01.67,Saint-Denis,03.06.1996
1445,22.47,+0.6,Merlene Ottey,JAM,10.05.60,Nice,16.07.1997
1445,22.47,+0.3,Susanthika Jayasinghe,SRI,17.12.75,Athínai,06.08.1997
1445,22.47,+1.8,Yekaterina Grigoryeva,RUS,21.04.74,Athínai,06.08.1997
1445,22.47,+1.8,Merlene Ottey,JAM,10.05.60,Athínai,06.08.1997
1445,22.47,+1.9,Beverly McDonald,JAM,15.02.70,Gateshead,27.06.1999
1445,22.47,+0.2,Christine Arron,FRA,13.09.73,Paris,21.07.1999
1445,22.47,-0.5,Sevatheda Fynes,BAH,17.10.74,Monaco,04.08.1999
1445,22.47,-0.5,Merlene Frazer,JAM,27.12.73,Monaco,04.08.1999
1445,22.47,+0.6,Debbie Ferguson-McKenzie,BAH,16.01.76,Zürich,11.08.1999
1445,22.47,-0.3,Torri Edwards,USA,31.01.77,Saint-Denis,28.08.2003
1445,22.47,+1.8,Muna Lee,USA,30.10.81,Baton Rouge,28.05.2004
1445,22.47,-1.1,Cydonie Mothersill,CAY,19.03.78,Madrid,17.07.2004
1445,22.47,+0.3,Shalonda Solomon,USA,19.12.85,Indianapolis,25.06.2006
1445,22.47,-0.6,Carmelita Jeter,USA,24.11.79,Carson,18.05.2008
1445,22.47,+0.4,Bianca Knight,USA,02.01.89,Barcelona,19.07.2008
1445,22.47,+0.6,Shalonda Solomon,USA,19.12.85,Des Moines,27.06.2010
1445,22.47,-0.7,Carmelita Jeter,USA,24.11.79,Daegu,01.09.2011
1445,22.47,-0.4,Murielle Ahouré-Demps,CIV,23.08.87,Ponce,18.05.2013
1445,22.47,+0.4,Kaylin Whitney,USA,09.03.98,Eugene,28.06.2015
1445,22.47,-0.1,Veronica Campbell-Brown,JAM,16.05.82,Beijing,27.08.2015
1445,22.47,+1.9,Gabrielle Thomas,USA,07.12.96,Eugene,11.06.2016
1445,22.47,+0.1,Tori Bowie,USA,27.08.90,Rio de Janeiro,15.08.2016
1445,22.47,+0.7,Shakima Wimbley,USA,23.04.95,Gainesville,28.04.2017
1445,22.47,+0.6,Shania Collins,USA,14.11.96,Knoxville,13.05.2018
1445,22.47,+0.4,Gabrielle Thomas,USA,07.12.96,Lausanne,05.07.2018
1445,22.47,+0.6,Janeek Brown,JAM,14.05.98,Sacramento,25.05.2019
1445,22.47,-1.2,Dezerea Bryant,USA,27.04.93,Des Moines,28.07.2019
1445,22.47,+2.0,Lynna Irby-Jackson,USA,06.12.98,Clermont,25.07.2020
1445,22.47,+1.6,Kynnedy Flannel,USA,12.07.00,Manhattan KS,15.05.2021
1445,22.47,+1.0,Dezerea Bryant,USA,27.04.93,Jacksonville,31.05.2021
1445,22.47,+0.3,Grace Nwokocha,NGR,07.04.01,Tokyo,02.08.2021
1445,22.47,+0.1,Grace Nwokocha,NGR,07.04.01,Tokyo,02.08.2021
1445,22.47,+1.0,Sha'Carri Richardson,USA,25.03.00,Eugene,26.06.2022
1445,22.47,-0.3,Gabrielle Thomas,USA,07.12.96,Eugene,26.06.2022
1445,22.47,+0.9,Bassant Hemida,EGY,28.09.96,Oran,03.07.2022
1445,22.47,+1.4,Vitoria Cristina Rosa,BRA,12.01.96,Eugene,19.07.2022
1445,22.47,+1.8,Kevona Davis,JAM,20.12.01,Gainesville,14.04.2023
1445,22.47,+1.2,Rhasidat Adeleke,IRL,29.08.02,Austin,28.04.2023
1445,22.47,+1.1,Ezinne Abba,USA,01.11.00,Norman,13.05.2023
1445,22.47,+1.4,Kevona Davis,JAM,20.12.01,Norman,13.05.2023
1445,22.47,+0.8,Anavia Battle,USA,28.03.99,Bydgoszcz,06.06.2023
1502,22.48,+1.0,Heike Drechsler,GER,16.12.64,Rostock,26.06.1988
1502,22.48,+0.4,Grace Jackson,JAM,14.06.61,Norwalk,16.06.1990
1502,22.48,+1.1,Dannette Young,USA,06.10.64,Villeneuve d'Ascq,29.06.1990
1502,22.48,Silke,Knoll,GER,21.02.67,Düsseldorf,10.08.1990
1502,22.48,-3.4,Irina Privalova,RUS,12.11.68,Frankfurt,30.06.1991
1502,22.48,+0.6,Galina Malchugina,RUS,17.12.62,Bruxelles,28.08.1992
1502,22.48,+1.6,Juliet Cuthbert,JAM,09.04.64,Lausanne,05.07.1995
1502,22.48,+0.9,Marina Trandenkova,RUS,07.01.67,Sankt Peterburg,04.07.1996
1502,22.48,-2.1,Juliet Cuthbert,JAM,09.04.64,Kingston,21.06.1997
1502,22.48,-0.6,Inger Miller,USA,12.06.72,Paris,25.06.1997
1502,22.48,+0.1,Damayanthi Dharsa,SRI,13.02.75,Bangkok,18.12.1998
1502,22.48,+0.7,Andrea Philipp,GER,29.07.71,Köln,08.08.1999
1502,22.48,±0.0,Merlene Frazer,JAM,27.12.73,Sevilla,24.08.1999
1502,22.48,+0.2,Debbie Ferguson-McKenzie,BAH,16.01.76,Bruxelles,03.09.1999
1502,22.48,-0.2,Pauline Davis-Thompson,BAH,09.07.66,Nassau,22.07.2000
1502,22.48,+0.9,Stephanie Durst,USA,06.01.82,Starkville,12.05.2002
1502,22.48,+1.6,Anastasiya Kapachinskaya,RUS,21.11.79,Villeneuve d'Ascq,15.06.2003
1502,22.48,+1.1,Kim Gevaert,BEL,05.08.78,Athínai,24.08.2004
1502,22.48,+0.2,Anastasiya Kapachinskaya,RUS,21.11.79,Moskva,10.06.2008
1502,22.48,±0.0,Shalonda Solomon,USA,19.12.85,Eugene,05.07.2008
1502,22.48,-0.1,Muna Lee,USA,30.10.81,Berlin,21.08.2009
1502,22.48,+1.0,Ana Cláudia Lemos Silva,BRA,06.11.88,São Paulo,06.08.2011
1502,22.48,+0.3,Sanya Richards-Ross,USA,26.02.85,London,06.08.2012
1502,22.48,-0.1,Tiffany Townsend,USA,24.06.89,Ljubljana,13.07.2013
1502,22.48,-0.6,Dafne Schippers,NED,15.06.92,Zürich,14.08.2014
1502,22.48,+0.4,Dezerea Bryant,USA,27.04.93,Eugene,28.06.2015
1502,22.48,-1.3,Taylor Ellis-Watson,USA,06.05.93,Tuscaloosa,14.05.2016
1502,22.48,+0.3,Felicia Brown,USA,27.10.93,Jacksonville,27.05.2016
1502,22.48,+1.1,Deajah Stevens,USA,19.05.95,Lawrence,28.05.2016
1502,22.48,+0.1,Jenna Prandini,USA,20.11.92,Saint-Denis,27.08.2016
1502,22.48,-0.3,Shaunae Miller-Uibo,BAH,15.04.94,Gold Coast,11.04.2018
1502,22.48,+1.9,Tamari Davis,USA,15.02.03,Jacoksonville,05.05.2018
1502,22.48,-0.8,Jenna Prandini,USA,20.11.92,Des Moines,23.06.2018
1502,22.48,-0.2,Kyra Jefferson,USA,23.09.94,Des Moines,24.06.2018
1502,22.48,+0.5,Mujinga Kambundji,SUI,17.06.92,Luzern,09.07.2018
1502,22.48,+1.0,Morolake Akinosun,USA,17.05.94,Eugene,24.06.2021
1502,22.48,+0.7,Shelly-Ann Fraser-Pryce,JAM,27.12.86,Monaco,09.07.2021
1502,22.48,+1.9,Melissa Jefferson,USA,21.02.01,Lafayette,14.05.2022
1502,22.48,+1.3,Shaunae Miller-Uibo,BAH,15.04.94,Roma,09.06.2022
1541,22.49,+0.8,Irena Szewinska,POL,24.05.46,Stockholm,02.07.1974
1541,22.49,+1.3,Irena Szewinska,POL,24.05.46,Karl-Marx-Stadt,26.06.1977
1541,22.49,-0.4,Jarmila Kratochvílová,CZE,26.01.51,Bratislava,05.06.1982
1541,22.49,-1.4,Chandra Cheeseborough,USA,10.01.59,Knoxville,21.05.1983
1541,22.49,±0.0,Valerie Brisco,USA,06.07.60,Köln,25.08.1985
1541,22.49,-0.8,Silke Möller,GER,20.06.64,Stuttgart,29.08.1986
1541,22.49,+1.7,Ewa Kasprzyk,POL,07.09.57,Budapest,13.09.1986
1541,22.49,+2.0,Gwen Torrence,USA,12.06.65,Tuscaloosa,17.05.1987
1541,22.49,+2.0,Pauline Davis-Thompson,BAH,09.07.66,Tuscaloosa,17.05.1987
1541,22.49A,+1.7,Vineta Ikauniece,LAT,04.12.62,Tsakhkadzor,23.05.1987
1541,22.49,±0.0,Mary Onyali,NGR,03.02.68,Verona,27.07.1988
1541,22.49,+1.0,Esther Jones,USA,07.04.69,Durham,02.06.1990
1541,22.49,+1.1,Grit Breuer,GER,16.02.72,Lausanne,12.07.1990
1541,22.49,+0.3,Yelena Mizera,RUS,20.02.66,Split,30.08.1990
1541,22.49,-0.4,Dannette Young,USA,06.10.64,Tokyo,29.08.1991
1541,22.49,-0.4,Galina Malchugina,RUS,17.12.62,Tokyo,29.08.1991
1541,22.49,+1.5,Gwen Torrence,USA,12.06.65,São Paulo,17.05.1992
1541,22.49,±0.0,Galina Malchugina,RUS,17.12.62,Monaco,11.08.1992
1541,22.49,+0.9,Galina Malchugina,RUS,17.12.62,Nuoro,12.09.1992
1541,22.49,+0.7,Melinda Gainsford-Taylor,AUS,01.10.71,Brisbane,07.03.1993
1541,22.49,-0.5,Marie-José Pérec,FRA,09.05.68,Stuttgart,19.08.1993
1541,22.49,+1.3,Dannette Young,USA,06.10.64,Bratislava,01.06.1994
1541,22.49,+2.0,D'Andre Hill,USA,19.04.73,Eugene,01.06.1996
1541,22.49,+0.4,Dannette Young,USA,06.10.64,Atlanta,01.08.1996
1541,22.49,+0.1,Juliet Cuthbert,JAM,09.04.64,Köln,24.08.1997
1541,22.49,-0.2,Inger Miller,USA,12.06.72,Kingston,19.09.1997
1541,22.49,-1.2,Melinda Gainsford-Taylor,AUS,01.10.71,Sydney,28.02.1998
1541,22.49,+0.1,Merlene Ottey,JAM,10.05.60,Dortmund,26.06.1999
1541,22.49,-0.1,Inger Miller,USA,12.06.72,Sevilla,24.08.1999
1541,22.49,±0.0,LaTasha Colander,USA,23.08.76,Nassau,09.06.2000
1541,22.49,+1.0,Mary Onyali,NGR,03.02.68,La Chaux-de-Fonds,13.08.2000
1541,22.49,-0.3,Melinda Gainsford-Taylor,AUS,01.10.71,Sydney,27.09.2000
1541,22.49,-0.8,Debbie Ferguson-McKenzie,BAH,16.01.76,Madrid,21.09.2002
1541,22.49,-0.1,Muna Lee,USA,30.10.81,Saint-Denis,23.07.2004
1541,22.49,+0.3,Veronica Campbell-Brown,JAM,16.05.82,Athínai,23.08.2004
1541,22.49,+1.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Athínai,24.08.2004
1541,22.49,+0.4,Simone Facey,JAM,07.05.85,Lincoln,13.05.2007
1541,22.49,-0.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Athínai,02.07.2007
1541,22.49A,-0.9,Porscha Lucas,USA,18.06.88,Boulder,17.05.2008
1541,22.49,-0.6,Marshevet Hooker,USA,25.09.84,Carson,18.05.2008
1541,22.49,+0.5,Sanya Richards-Ross,USA,26.02.85,Roma,11.07.2008
1541,22.49,-0.1,Debbie Ferguson-McKenzie,BAH,16.01.76,Luzern,16.07.2008
1541,22.49,-0.8,Laverne Jones-Ferrette,ISV,16.09.81,Belém,24.05.2009
1541,22.49,+1.1,Porscha Lucas,USA,18.06.88,Eugene,10.06.2010
1541,22.49,+1.7,Bianca Knight,USA,02.01.89,Kingston,05.05.2012
1541,22.49,+1.0,Murielle Ahouré-Demps,CIV,23.08.87,London,07.08.2012
1541,22.49,+1.3,Kaylin Whitney,USA,09.03.98,Eugene,06.07.2014
1541,22.49,-0.1,Kaylin Whitney,USA,09.03.98,Eugene,28.06.2015
1541,22.49,-1.1,Hannah Cunliffe,USA,09.01.96,Seattle,15.05.2016
1541,22.49,+0.1,Dina Asher-Smith,GBR,04.12.95,Rio de Janeiro,16.08.2016
1541,22.49,-0.2,Dafne Schippers,NED,15.06.92,London,10.08.2017
1541,22.49,-0.2,Shaunae Miller-Uibo,BAH,15.04.94,London,10.08.2017
1541,22.49,-1.7,Marie-Josée Ta Lou,CIV,18.11.88,Roma,31.05.2018
1541,22.49,-0.3,Ashley Henderson,USA,04.12.95,Eugene,07.06.2018
1541,22.49,-1.1,Dezerea Bryant,USA,27.04.93,Des Moines,28.07.2019
1541,22.49,+0.4,Anglerne Annelus,USA,10.01.97,Ad-Dawhah,01.10.2019
1541,22.49,+0.4,Mujinga Kambundji,SUI,17.06.92,Ad-Dawhah,01.10.2019
1541,22.49,+1.9,Symone Mason,USA,31.08.99,Jacksonville,29.05.2021
1541,22.49,+1.9,Brittany Brown,USA,18.04.95,Eugene,24.06.2021
1541,22.49,+1.3,Morolake Akinosun,USA,17.05.94,Eugene,26.06.2021
1541,22.49,+1.8,Kevona Davis,JAM,20.12.01,Lubbock,14.05.2022
1541,22.49,+2.0,Kevona Davis,JAM,20.12.01,Fayetteville,28.05.2022
1541,22.49,+1.4,Grace Nwokocha,NGR,07.04.01,Eugene,19.07.2022
